CÓDIGO MRV;Código Krona;Código Tigre;Código Amanco;Descrição Curta;Descrição Longa;UMP;Embalagem Padrão;PR;SC;RS;MT;MS;GO;DF
1101584;639;26277469;11700;"JUNCAO PVC RIG SAN;SIMP;ESG;100X50MM";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:100X50MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR  7362/5688";UN;;9,545;9,545;9,545;9,545;9,545;9,545;9,545
1101585;640;26277477;11701;"JUNCAO PVC RIG SAN;SIMP;ESG;100X75MM";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:100X75MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;17,771;17,771;17,771;17,771;17,771;15,339;15,339
1101586;641;26277540;11398;"JUNCAO PVC RIG SAN;SIMP;ESG;150X100MM";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;BITOLA:150X100MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;44,646;44,646;44,646;44,646;44,646;38,525;38,525
1101590;652;26321000;11710;"LUVA CORR PVC RIG SAN;ESG;BOLS/BOLS";"LUVA CORRER PVC RIGIDO SANEAMENTO;APLICACAO:ESGOTO;CONEXAO:BOLSA/BOLSA;DIAMETRO:100MM;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;12,1;12,1;12,1;12,1;12,1;11,613;11,613
1101591;653;26321506;90668;"LUVA CORR PVC RIG SAN;ESG;BOLS C/ANEL";"LUVA CORRER PVC RIGIDO SANEAMENTO;APLICACAO:ESGOTO;CONEXAO:BOLSA C/ANEL;DIAMETRO:150MM;DADOS EXTRAS:COR:OCRE;SERIE NORMAL;NORMA:NBR 7362/5688";UN;;28,841;28,841;28,841;28,841;28,841;28,841;28,841
1101592;644;27580408;11723;"LUVA PVC RIG PRED;ESG;PONT/BOLS;40MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA;DIAMETRO/ROSCA:40MM;SERIE:N ORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;0,842;0,842;0,842;0,842;0,842;0,808;0,808
1101593;645;26300509;11738;"LUVA PVC RIG PRED;ESG;PONT/BOLS;50MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA;DIAMETRO/ROSCA:50MM;SERIE:N ORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;1,524;1,524;1,524;1,524;1,524;1,415;1,415
1101594;646;26300754;11739;"LUVA PVC RIG PRED;ESG;PONT/BOLS;75MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA;DIAMETRO/ROSCA:75MM;SERIE:N ORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;3,085;3,085;3,085;3,085;3,085;2,956;2,956
1101595;647;26301009;11737;"LUVA PVC RIG PRED;ESG;PONT/BOLS;100MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA;DIAMETRO/ROSCA:100MM;SERIE: NORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;3,054;3,054;3,054;3,054;3,054;2,931;2,931
1101596;648;26301505;10053;"LUVA PVC RIG PRED;ESG;PONT/BOLS;150MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA;DIAMETRO/ROSCA:150MM;SERIE: NORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;15,206;15,206;15,206;15,206;15,206;14,604;14,604
1101598;720;26302005;17307;"LUVA PVC RIG PRED;ESG;PONT/BOLS;200MM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA;DIAMETRO/ROSCA:200MM;SERIE: NORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;30,467;30,467;30,467;30,467;30,467;31,341;31,341
1101604;594;26060508;11562;"CAP PVC RIG PRED;ESG;50MM";"CAP PVC RIGIDO PREDIAL;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;DADOS EXTRAS:NORMAS:NBR 7362/5688;SERIE:NORMAL";UN;;2,173;2,173;2,173;2,173;2,173;2,027;2,027
1101605;595;26060753;11563;"CAP PVC RIG PRED;ESG;75MM";"CAP PVC RIGIDO PREDIAL;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:NORMAS:NBR 7362/5688;SERIE:NORMAL";UN;;3,78;3,78;3,78;3,78;3,78;3,633;3,633
1101618;658;27690408;11802;"TE PVC RIG PRED;90GR;ESG;40X40MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:40X40MM;DADOS EXTRAS:NORMA:NBR 7362/5688;SERIE:NORMAL";UN;;1,404;1,404;1,404;1,404;1,404;1,564;1,564
1101619;659;26366941;11803;"TE PVC RIG PRED;90GR;ESG;50X50MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:50X50MM;DADOS EXTRAS:NORMA:NBR 7362/5688;S/ROSCA;SERIE:NORMAL";UN;;3,861;3,861;3,861;3,861;3,861;3,776;3,776
1101620;660;26367298;11804;"TE PVC RIG PRED;90GR;ESG;75X75MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:75X75MM;DADOS EXTRAS:NORMA:NBR 7362/5688;SERIE:NORMAL";UN;;9,078;9,078;9,078;9,078;9,078;8,707;8,707
1101621;661;26367484;11801;"TE PVC RIG PRED;90GR;ESG;100X100MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:100X100MM;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;7,97;7,97;7,97;7,97;7,97;7,761;7,761
1101622;662;26367492;10054;"TE PVC RIG PRED;90GR;ESG;150X150MM";"TE PVC RIGIDO PREDIAL;ANGULACAO:90GR;P/:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;DIAMETRO/ROSCA:150X150MM;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;36,893;36,893;36,893;36,893;36,893;36,8;36,8
1101625;663;26367263;11816;"TE RED PVC RIG PRED;90GR;ESG;75X50MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:JUNTA  ELASTICA;DIAMETRO/ROSCA:75X50MM;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;8,32;8,32;8,32;8,32;8,32;7,987;7,987
1101626;664;26367468;11814;"TE RED PVC RIG PRED;90GR;ESG;100X50MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:JUNTA  ELASTICA;DIAMETRO/ROSCA:100X50MM;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;7,476;7,476;7,476;7,476;7,476;7,23;7,23
1101627;665;26367476;11815;"TE RED PVC RIG PRED;90GR;ESG;100X75MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:JUNTA  ELASTICA;DIAMETRO/ROSCA:100X75MM;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;13,25;13,25;13,25;13,25;13,25;11,436;11,436
1101628;666;26367514;11441;"TE RED PVC RIG PRED;90GR;ESG;150X100MM";"TE REDUCAO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:ESGOTO;CONEXAO:JUNTA  ELASTICA;DIAMETRO/ROSCA:150X100MM;DADOS EXTRAS:NORMAS:NBR 7362/5688";UN;;#N/D;#N/D;#N/D;#N/D;#N/D;34,27;34,27
1101634;101;11030602;10470;"TUBO PVC RIG PRED;ESG;50MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;DIAMETRO/ROSCA:50MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 7362/5688;SERIE NORMAL;COR:BRANCO";UN;;35,007;35,007;35,007;35,007;35,007;37,251;37,251
1101635;102;11030904;10471;"TUBO PVC RIG PRED;ESG;75MM;6000MM";"TUBO PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:JUNTA ELASTICA;DIAMETRO/ROSCA:75MM;COMPRIMENTO:6000MM;DADOS EXTRAS:NORMA:NBR 7362/5688;SERIE NORMAL;COR:BRANCA";UN;;49,793;49,793;49,793;49,793;49,793;53,851;53,851
1101636;103;11031030;10472;TUBO ESG 6M 100MM (NORMAL);TUBO PVC ESGOTO 6M 100MM (SERIE NORMAL) NBR 7362/5688;UN;;54,851;54,851;54,851;54,851;54,851;51,381;51,381
1101638;104;11031501;10473;TUBO ESG 6M 150MM (NORMAL);TUBO PVC ESGOTO 6M 150MM (SERIE NORMAL) NBR 7362/5688;UN;;131,692;131,692;131,692;131,692;131,692;135,284;135,284
1101639;105;11032036;16603;TUBO ESG 6M 200MM (NORMAL);TUBO PVC ESGOTO 6M 200MM (SERIE NORMAL) NBR 7362/5688;UN;;352,554;352,554;352,554;352,554;352,554;304,4;304,4
1101645;1362;22851608;20288;"LUVA TRANSIC CPVC RIG PRED;SOLD/ROSC";"LUVA TRANSICAO CPVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:15MMX1/2BSP;DADOS EXTRAS:C/BUCHA LATAO;NORMA:NBR 15884";UN;;7,881;7,881;7,881;7,881;7,881;7,052;7,052
1101659;1345;;;"JOELHO CPVC RIG PRED;45GR;SOLD;22MM";"JOELHO CPVC RIGIDO PREDIAL;ANGULO:45GR;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:22MM;DADOS EXTRAS:NORMA:NBR 15884";UN;;2,043;2,043;2,043;2,043;2,043;2,043;2,043
1101660;1347;22850903;20261;"JOELHO CPVC RIG PRED;90GR;SOLD;15MM";"JOELHO CPVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:15MM;DADOS EXTRAS:NORMA:NBR 15884";UN;;1,39;1,39;1,39;1,39;1,39;1,268;1,268
1101661;1348;22850954;20262;"JOELHO CPVC RIG PRED;90GR;SOLD;22MM";"JOELHO CPVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:22MM;DADOS EXTRAS:NORMA:NBR 15884";UN;;1,808;1,808;1,808;1,808;1,808;1,778;1,778
1101664;1352;22851225;20266;"JOELHO CPVC RIG PRED;90GR;22MMX3/4BSP";"JOELHO CPVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:22MMX3/4BSP;DADOS EXTRAS:TRANSICAO;NORMA:NBR 15884";UN;;8,752;8,752;8,752;8,752;8,752;8,313;8,313
1101665;1357;22851403;20279;"LUVA CPVC RIG PRED;AGUA FRIA/AGUA QUENT";"LUVA CPVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:15MM;DADOS EXTRAS:NORMA:NBR 15884;SIMPLES";UN;;0,891;0,891;0,891;0,891;0,891;0,806;0,806
1101666;1358;22851454;20280;"LUVA CPVC RIG PRED;AGUA FRIA/AGUA QUENT";"LUVA CPVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA/AGUA QUENTE;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:22MM;DADOS EXTRAS:SIMPLES;NORMA:NBR 15884";UN;;0,876;0,876;0,876;0,876;0,876;0,829;0,829
1101671;1378;22855026;;"TE MIST CPVC RIG PRED;SOLD/ROSC";"TE MISTURADOR CPVC RIGIDO PREDIAL;CONEXAO:SOLDAVEL/ROSCAVEL;DADOS EXTRAS:DIAMETRO:22MM;NORMA:NBR 15884";UN;;4,037;4,037;4,037;4,037;4,037;4,037;4,037
1101676;1370;22852043;20307;"TE MIST CPVC RIG PRED;SOLD/ROSC";"TE MISTURADOR CPVC RIGIDO PREDIAL;CONEXAO:SOLDAVEL/ROSCAVEL;DADOS EXTRAS:TRANSICAO;DIMENSOES:22MMX3/4POL;NORMA:NBR 15884";UN;;16,745;16,745;16,745;16,745;16,745;16,682;16,682
1101677;50;17000152;20327;"TUBO CPVC;PRED;SOLD;15MM;3000MM";"TUBO CPVC;APLICACAO:PREDIAL;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:15MM;COMPRIMENTO: 3000MM;DADOS EXTRAS:NORMA:NBR 15884";UN;;15,572;15,572;15,572;15,572;15,572;15,572;15,572
1101678;51;17000225;20328;"TUBO CPVC;PRED;SOLD;22MM;3000MM";"TUBO CPVC;APLICACAO:PREDIAL;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:22MM;COMPRIMENTO: 3000MM;DADOS EXTRAS:NORMA:NBR 15884";UN;;23,878;23,878;23,878;23,878;23,878;23,281;23,281
1102820;1436;26751420;11402;"JUNCAO PVC RIG SAN;SIMP;ESG;150X100MM";"JUNCAO PVC RIGIDO SANEAMENTO;CONSTRUCAO:SIMPLES;REFORCO:C/REFORCO;APLICACAO:ESGOTO;CONEXAO :JUNTA ELASTICA;BITOLA:150X100MM;ANGULO:45GR;DADOS EXTRAS:NORMA:NBR 7362/5688";UN;;63,44;63,44;63,44;63,44;63,44;63,44;63,44
1102844;412;22120751;90006;"CURVA PVC RIG PRED;90GR;AG FR;SOLD;75MM";"CURVA PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL;DIAMETRO/ROSCA:75MM;DADOS EXTRAS:NORMA:NBR 5648";UN;;39,766;39,766;39,766;39,766;39,766;38,075;38,075
1102848;1165;59502719;11849;"TERMINAL VENTIL;PVC;50MM";"TERMINAL VENTILACAO;MATERIAL:PVC;BITOLA:50MM;DADOS EXTRAS:P/ESGOTO;SERIE  NORMAL;NORMA:NBR 7362/5688";UN;;4,412;4,412;4,412;4,412;4,412;4,116;4,116
1102849;1166;59502980;98902;"TERMINAL VENTIL;PVC;75MM";"TERMINAL VENTILACAO;MATERIAL:PVC;BITOLA:75MM;DADOS EXTRAS:P/ESGOTO;SERIE  NORMAL;NORMA:NBR 7362/5688";UN;;9,488;9,488;9,488;9,488;9,488;7,956;7,956
1102850;1167;59502999;98903;"TERMINAL VENTIL;PVC;100MM";"TERMINAL VENTILACAO;MATERIAL:PVC;BITOLA:100MM;DADOS EXTRAS:P/ESGOTO;SERIE NORMAL;NORMA:NBR 7362/5688";UN;;11,452;11,452;11,452;11,452;11,452;9,7;9,7
1102889;1570;22320807;14203;"JOELHO PP RIG PRED;90GR;TERMOF;20MM";"JOELHO POLIPROPILENO RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA QUENTE;CONEXAO:TERMOFUSAO;DIAMETRO/ROSCA:20MM;DADOS EXTRAS:CONFORME NORMA:DIN 8077;NORMA:NBR 15813";UN;;1,542;1,542;1,542;1,542;1,542;1,542;1,542
1102932;704;26297290;11697;"JUNCAO PVC RIG PRED;INVERT;ESG;75X75MM";"JUNCAO PVC RIGIDO PREDIAL;CONSTRUCAO:INVERTIDA;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;BITOLA:75X75MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:7362/5688";UN;;21,475;21,475;21,475;21,475;21,475;18,094;18,094
1102963;555;27958362;11787;"VALVULA ESFERA;PVC;1 1/2BSP";"VALVULA ESFERA;MATERIAL/NORMA CORPO:PVC;CONEXAO:1 1/2BSP;DADOS EXTRAS:ROSCAVEL;NORMAS:NBR 5658/5626";UN;;17,017;17,017;17,017;17,017;17,017;16,327;16,327
1103037;1524;22326520;14214;BUCHA REDUCAO PPR 25X20MM;BUCHA DE REDUCAO PPR 25X20MM NBR 15813;UN;;1,778;1,778;1,778;1,778;1,778;1,778;1,778
1103196;700;26297265;11698;"JUNCAO PVC RIG PRED;INVERT;ESG;75X50MM";"JUNCAO PVC RIGIDO PREDIAL;CONSTRUCAO:INVERTIDA;APLICACAO:ESGOTO;CONEXAO:SOLDAVEL/JUNTA ELASTICA;BITOLA:75X50MM;ANGULO:45GR;DADOS EXTRAS:SERIE NORMAL;NORMA:NBR 7362/5688";UN;;14,528;14,528;14,528;14,528;14,528;14,528;14,528
1103224;;26321662;21550;"LUVA PVC RIG PRED;ESG;150MM;NORM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA C/JUNTA ELASTICA;DIAMETRO/ROSCA:150MM;SERIE:NORMAL;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688";UN;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
1103225;;26321654;21549;"LUVA PVC RIG PRED;ESG;100MM;NORM";"LUVA PVC RIGIDO PREDIAL;APLICACAO:ESGOTO;CONEXAO:PONTA/BOLSA C/JUNTA ELASTICA;DIAMETRO/ROSCA:100MM;SERIE:NORMAL;ACESSORIO:C/FIXADORES;DADOS EXTRAS:MODELO:SIMPLES;NORMA:NBR 7362/5688;FABRICANTE/REFERENCIA:AMANCO/21549";UN;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
1103397;552;27958303;11791;"VALVULA ESFERA;PVC;3/4BSP";"VALVULA ESFERA;MATERIAL/NORMA CORPO:PVC;CONEXAO:3/4BSP;DADOS EXTRAS:ROSCAVEL;NORMAS:NBR 5658/5626";UN;;7,206;7,206;7,206;7,206;7,206;6,761;6,761
1103409;499;35227822;11679;"JOELHO PVC RIG PRED;90GR;25MMX1/2BSP";"JOELHO PVC RIGIDO PREDIAL;ANGULO:90GR;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:25MMX1/2BSP;BUCHA LATAO:C/  BUCHA LATAO;DADOS EXTRAS:NORMA:NBR 5648";UN;;3,223;3,223;3,223;3,223;3,223;2,793;2,793
1103414;489;35467823;11754;"LUVA PVC RIG PRED;AG FR;25MMX1/2BSP";"LUVA PVC RIGIDO PREDIAL;APLICACAO:AGUA FRIA;CONEXAO:SOLDAVEL/ROSCAVEL;DIAMETRO/ROSCA:25MMX1/2BSP;DADOS EXTRAS:NORMA:ABNT NBR 5648;COR:MARROM.";UN;;0,842;0,842;0,842;0,842;0,842;0,807;0,807
